,id,carat,cut,color,clarity,depth,price
36128,36128,1.01,3,2,3,61.5,8.594
36129,36129,0.34,3,2,4,61.6,6.64
36130,36130,1.12,4,3,5,61.9,9.128
36131,36131,0.72,4,4,2,61.7,7.915
36132,36132,0.71,2,6,5,62.3,8.242
36133,36133,0.9,4,5,1,62.2,8.341
36135,36135,1.14,4,2,3,61.6,8.689
36136,36136,1.02,1,3,3,63.8,8.713
36137,36137,1.19,3,3,1,58.9,8.468
36138,36138,1.02,3,2,3,61.2,8.578
36139,36139,0.33,4,4,6,61.8,6.862
36140,36140,0.8,4,5,2,61.5,8.12
36141,36141,0.5,4,4,6,61.0,7.68
36142,36142,0.51,1,5,2,63.9,7.274
36143,36143,1.05,4,6,5,61.9,9.323
36144,36144,0.69,4,2,2,62.1,7.508
36145,36145,0.41,3,6,1,61.9,6.526
36146,36146,0.71,4,3,2,62.1,7.882
36147,36147,1.07,2,4,1,59.4,8.423
36148,36148,1.52,3,1,2,61.2,9.05
36149,36149,1.76,3,2,3,62.2,9.52
36150,36150,0.72,2,2,1,62.9,7.586
36151,36151,0.91,4,2,4,62.9,8.321
36152,36152,0.3,4,4,4,61.9,6.48
36153,36153,1.49,4,4,5,61.1,9.832
36154,36154,1.04,1,6,2,63.7,8.631
36155,36155,0.3,4,6,3,61.0,6.815
36156,36156,0.41,4,4,4,62.7,6.981
36157,36157,0.82,4,5,2,61.9,8.286
36158,36158,1.22,3,1,3,60.3,8.735
36159,36159,1.0,3,3,1,62.2,8.294
36160,36160,0.7,4,1,2,61.8,7.798
36161,36161,0.53,3,6,4,61.3,7.75
36162,36162,0.31,1,5,3,59.1,6.479
36163,36163,0.3,2,3,3,63.1,6.515
36164,36164,0.57,4,5,4,61.4,7.583
36165,36165,1.01,2,5,4,59.4,9.03
36167,36167,0.31,2,6,3,61.8,6.599
36169,36169,0.32,2,0,3,62.9,5.974
36170,36170,0.32,2,3,7,61.8,6.861
36171,36171,0.36,4,1,7,62.0,6.6
36172,36172,0.4,4,4,6,62.5,7.188
36173,36173,0.28,4,3,3,62.1,6.23
36174,36174,0.57,4,5,3,61.8,7.575
36175,36175,0.71,4,1,3,62.2,7.894
36176,36176,1.62,2,6,1,61.2,9.109
36178,36178,0.51,2,5,6,59.9,7.824
36179,36179,0.71,4,6,3,62.1,8.108
36180,36180,0.37,3,5,4,61.5,6.907
36181,36181,0.5,1,4,3,63.6,7.27
36182,36182,0.37,4,3,2,61.0,6.41
36183,36183,0.71,2,1,2,62.6,7.704
36184,36184,1.07,2,3,1,63.5,8.204
36185,36185,0.28,2,4,3,60.8,6.188
36186,36186,0.37,4,2,7,61.4,6.842
36187,36187,0.42,2,6,3,63.8,6.813
36188,36188,1.0,1,5,2,63.7,8.533
36189,36189,1.1,1,1,2,63.7,8.411
36190,36190,0.3,4,5,3,62.0,6.489
36191,36191,0.3,3,1,4,61.6,6.34
36192,36192,0.24,4,2,5,61.5,6.223
36193,36193,0.75,4,5,2,62.1,8.061
36194,36194,0.3,2,2,6,62.8,6.485
36195,36195,0.35,1,2,3,63.7,6.314
36196,36196,0.8,4,2,7,62.4,8.287
36197,36197,0.9,2,1,1,60.5,8.15
36198,36198,0.9,4,3,1,62.4,8.161
36199,36199,1.22,4,2,2,62.2,8.786
36200,36200,0.62,1,3,3,61.0,7.523
36202,36202,0.91,1,2,2,63.9,8.156
36203,36203,0.55,3,3,1,60.3,6.986
36205,36205,1.1,2,4,3,62.8,8.878
36206,36206,1.74,4,5,2,62.2,9.68
36207,36207,0.8,2,2,4,62.7,8.053
36208,36208,0.32,4,3,5,61.6,6.842
36209,36209,1.17,3,1,1,62.7,8.395
36210,36210,1.16,4,1,3,59.3,8.491
36211,36211,0.37,2,5,4,63.7,6.604
36212,36212,0.76,4,3,1,62.1,7.779
36213,36213,0.94,2,4,1,62.3,8.055
36214,36214,1.01,2,2,4,63.0,8.528
36215,36215,0.78,3,2,1,59.7,7.637
36216,36216,0.34,4,3,3,61.7,6.39
36217,36217,0.32,4,3,6,62.0,6.736
36218,36218,1.01,4,3,5,61.1,8.991
36219,36219,0.33,4,5,6,61.6,7.03
36220,36220,0.71,4,3,2,62.1,7.829
36221,36221,0.54,2,5,4,61.7,7.424
36222,36222,0.57,4,5,4,62.0,7.686
36223,36223,1.22,3,2,3,62.4,8.844
36224,36224,1.05,3,3,3,62.8,8.729
36225,36225,1.61,4,5,1,61.6,9.206
36226,36226,0.3,2,2,3,63.0,6.159
36227,36227,0.42,4,3,3,61.9,6.955
36228,36228,1.05,3,3,1,62.5,8.371
36229,36229,0.72,4,3,1,60.8,7.803
36230,36230,1.52,4,4,2,61.5,9.423
36231,36231,1.5,2,2,2,63.4,8.95
36232,36232,1.71,3,1,2,60.2,9.315
36233,36233,0.34,4,3,4,61.4,6.488
36234,36234,0.58,4,4,3,62.1,7.418
36235,36235,1.01,3,3,3,61.2,8.659
36236,36236,1.11,4,1,2,62.2,8.518
36237,36237,1.12,3,2,2,62.2,8.587
36238,36238,0.34,3,3,4,60.4,6.78
36239,36239,0.35,3,6,2,61.0,6.468
36240,36240,0.7,3,5,2,61.2,7.801
36241,36241,0.4,2,5,7,62.9,7.096
36242,36242,0.31,4,5,5,62.0,6.762
36243,36243,0.55,4,2,2,62.4,7.147
36244,36244,0.9,1,6,2,63.2,8.311
36245,36245,0.51,4,6,3,62.5,7.629
36246,36246,0.96,1,4,3,63.7,8.261
36248,36248,1.0,3,4,0,62.4,8.115
36249,36249,0.35,4,6,6,60.6,7.193
36250,36250,0.4,1,5,2,63.7,6.782
36251,36251,0.49,3,4,1,62.2,6.978
36252,36252,1.57,3,2,4,60.5,9.299
36253,36253,0.71,2,4,2,62.4,7.845
36254,36254,0.41,4,5,5,62.8,7.125
36255,36255,0.43,4,3,4,61.2,6.78
36256,36256,0.35,3,1,1,60.9,6.238
36257,36257,1.53,4,5,1,61.2,9.244
36258,36258,0.71,4,6,4,62.2,8.051
36259,36259,0.4,2,6,4,59.4,6.859
36260,36260,0.33,4,1,2,62.7,6.098
36261,36261,1.02,2,2,1,60.9,8.304
36262,36262,1.0,1,5,1,61.0,8.388
36263,36263,0.9,4,6,3,63.0,8.682
36264,36264,2.0,2,5,1,59.5,9.709
36265,36265,1.52,2,3,3,62.1,9.46
36266,36266,0.3,4,6,6,62.2,7.014
36267,36267,1.21,4,2,2,62.7,8.354
36268,36268,1.0,4,1,3,62.4,8.485
36269,36269,0.41,4,4,4,62.0,6.981
36270,36270,0.45,4,3,6,61.5,7.214
36271,36271,1.53,4,2,4,61.3,9.43
36272,36272,1.01,3,4,3,61.3,8.744
36273,36273,0.8,3,3,3,59.6,8.051
36274,36274,1.02,4,2,1,61.9,8.379
36275,36275,1.01,2,5,5,61.5,9.105
36276,36276,0.31,4,2,6,61.8,6.561
36277,36277,1.14,4,2,2,62.3,8.613
36278,36278,0.74,4,2,2,62.1,7.773
36279,36279,1.5,3,5,3,61.9,9.599
36280,36280,1.01,3,3,1,61.5,8.149
36281,36281,0.65,4,5,5,62.1,8.014
36282,36282,1.01,3,5,1,59.6,8.397
36284,36284,1.02,3,5,3,61.6,8.792
36285,36285,0.31,4,3,7,61.0,6.896
36286,36286,0.7,2,5,6,62.5,8.223
36287,36287,1.15,2,2,1,62.0,8.464
36288,36288,1.01,2,6,2,61.5,8.62
36289,36289,0.4,2,3,2,63.2,6.733
36291,36291,0.23,2,3,5,62.9,6.066
36292,36292,0.51,4,6,4,62.1,7.58
36293,36293,0.41,3,3,2,61.7,6.828
36294,36294,1.1,4,3,4,61.5,8.869
36295,36295,1.13,0,4,4,64.5,8.9
36296,36296,0.91,2,6,2,60.8,8.425
36299,36299,0.4,3,6,2,61.3,6.898
36300,36300,0.4,2,6,1,63.1,6.682
36301,36301,0.31,3,2,5,61.9,6.687
36302,36302,0.31,4,5,3,62.2,6.465
36303,36303,0.59,4,3,5,62.7,7.662
36305,36305,0.3,4,1,5,62.6,6.244
36306,36306,1.16,2,3,2,60.5,8.589
36307,36307,0.51,4,6,5,61.3,7.916
36308,36308,1.24,4,3,5,61.2,9.144
36310,36310,1.08,4,3,4,61.4,8.929
36311,36311,0.9,4,2,3,62.6,8.296
36313,36313,0.7,4,0,3,61.8,7.536
36314,36314,0.53,2,1,4,59.9,7.208
36315,36315,0.62,3,3,4,59.8,7.567
36316,36316,0.31,3,5,4,60.5,6.848
36317,36317,0.4,4,5,5,61.1,6.797
36318,36318,0.4,3,5,2,62.9,6.81
36319,36319,0.52,1,4,2,63.6,7.213
36320,36320,1.03,4,2,1,62.5,8.385
36321,36321,0.54,2,4,4,61.6,7.378
36322,36322,0.9,2,2,3,62.1,8.291
36323,36323,0.32,3,2,3,61.7,6.225
36324,36324,1.21,4,5,6,62.0,9.517
36325,36325,0.61,4,5,1,62.0,7.221
36326,36326,0.4,4,6,3,61.3,6.89
36327,36327,1.06,4,3,3,62.2,8.804
36328,36328,0.31,1,6,2,63.5,6.347
36329,36329,0.37,4,3,1,61.3,6.25
36331,36331,0.56,4,3,2,62.5,7.204
36332,36332,0.54,4,1,5,61.7,7.205
36333,36333,0.52,3,4,1,61.7,7.013
36334,36334,1.01,2,0,2,61.3,8.332
36335,36335,0.85,4,1,2,61.4,8.129
36336,36336,0.3,4,3,2,62.3,6.168
36337,36337,0.51,4,6,3,61.2,7.488
36338,36338,1.0,2,2,5,60.3,8.688
36339,36339,0.58,2,5,3,60.9,7.549
36340,36340,0.53,3,3,4,62.4,7.503
36341,36341,1.23,4,3,6,63.2,9.222
36342,36342,1.51,4,3,1,60.8,9.064
36343,36343,1.01,3,5,1,59.5,8.466
36344,36344,0.74,2,1,6,62.6,7.888
36345,36345,0.7,3,4,3,60.9,7.951
36346,36346,0.92,4,3,4,62.0,8.565
36347,36347,0.32,4,4,3,61.4,6.661
36348,36348,0.52,4,3,5,61.5,7.607
36349,36349,1.0,3,3,5,62.8,8.734
36350,36350,1.01,4,6,2,62.2,8.741
36351,36351,1.64,2,0,1,62.0,8.955
36352,36352,0.54,4,3,2,62.4,7.208
36353,36353,1.09,1,2,2,63.2,8.473
36354,36354,0.9,2,4,3,61.7,8.41
36356,36356,0.53,4,4,5,61.0,7.723
36357,36357,0.4,1,6,1,64.0,6.395
36358,36358,1.63,3,3,2,59.9,9.357
36359,36359,0.42,4,5,3,61.7,6.865
36360,36360,0.9,4,4,3,60.5,8.419
36361,36361,1.0,1,5,2,60.4,8.5
36362,36362,1.17,4,3,5,61.2,9.137
36364,36364,0.7,2,2,1,63.3,7.544
36365,36365,1.5,4,2,3,62.2,9.295
36366,36366,0.31,3,0,2,62.7,6.142
36367,36367,0.33,4,3,6,61.1,6.731
36368,36368,0.53,4,2,7,60.2,7.445
36369,36369,1.02,4,5,1,62.8,8.407
36370,36370,0.7,2,1,1,63.4,7.482
36371,36371,0.7,2,4,2,62.6,7.694
36372,36372,0.9,1,4,1,64.3,8.092
36373,36373,1.19,4,2,0,60.3,8.241
36374,36374,0.75,3,5,2,62.8,7.9
36375,36375,0.51,2,3,3,62.7,7.271
36376,36376,0.4,3,6,1,61.9,6.501
36377,36377,0.9,3,1,2,60.9,7.989
36378,36378,1.3,4,3,5,62.4,9.362
36379,36379,1.52,4,4,2,62.0,9.399
36380,36380,1.01,2,3,5,63.0,8.926
36381,36381,0.7,4,2,4,61.0,7.821
36382,36382,0.52,3,5,6,59.8,7.742
36383,36383,0.46,2,5,4,60.3,7.256
36384,36384,0.42,3,5,2,60.0,6.86
36385,36385,0.58,4,1,3,61.8,7.394
36386,36386,1.79,4,2,1,61.5,9.362
36387,36387,0.31,4,6,5,61.6,6.89
36388,36388,0.3,1,3,3,63.5,6.122
36389,36389,1.51,3,1,5,62.1,9.159
36390,36390,0.38,3,2,6,61.2,6.874
36391,36391,0.51,4,3,4,61.2,7.399
36392,36392,0.4,2,5,5,62.3,6.95
36393,36393,0.3,4,6,2,62.2,6.564
36394,36394,0.51,4,4,2,61.7,7.24
36395,36395,0.54,4,6,5,61.5,7.954
36396,36396,0.42,2,1,5,61.7,6.648
36397,36397,0.33,4,6,1,62.0,6.447
36398,36398,0.5,4,5,3,61.3,7.465
36400,36400,0.51,4,4,5,61.7,7.649
36401,36401,1.01,1,1,3,63.6,8.194
36402,36402,1.05,2,2,3,63.3,8.633
36403,36403,0.31,2,1,2,63.3,6.26
36404,36404,0.7,4,1,6,62.3,7.838
36405,36405,0.4,3,4,3,61.0,6.736
36406,36406,1.3,3,3,6,60.5,9.32
36407,36407,0.38,4,6,4,62.1,6.996
36408,36408,0.32,2,2,3,60.7,6.225
36409,36409,0.7,4,3,3,62.3,7.909
36410,36410,0.9,1,5,2,63.8,8.243
36411,36411,1.11,4,3,1,60.7,8.562
36412,36412,0.9,1,2,3,64.0,8.171
36413,36413,0.94,2,3,6,63.3,8.714
36414,36414,1.31,3,4,2,62.6,8.939
36415,36415,0.61,4,3,6,61.2,8.009
36416,36416,0.3,4,1,1,62.4,5.905
36417,36417,0.27,4,5,5,63.0,6.683
36418,36418,0.55,4,3,4,60.9,7.488
36419,36419,0.77,3,6,3,61.2,8.14
36420,36420,0.26,4,5,4,62.3,6.321
36421,36421,0.31,3,3,3,61.5,6.299
36422,36422,1.18,4,6,2,61.9,8.884
36423,36423,0.44,3,5,5,60.0,7.196
36424,36424,0.91,2,2,3,62.6,8.501
36425,36425,0.31,4,2,3,61.5,6.24
36426,36426,1.19,2,2,3,60.5,8.822
36427,36427,1.0,1,2,2,63.7,8.343
36428,36428,0.4,1,6,2,63.6,6.579
36429,36429,0.93,4,2,2,62.0,8.254
36431,36431,0.91,2,4,1,61.4,8.223
36432,36432,0.32,2,2,4,63.0,6.33
36433,36433,1.02,3,4,3,61.3,8.776
36434,36434,0.33,4,6,4,61.0,6.732
36435,36435,1.55,3,4,4,62.0,9.678
36436,36436,0.31,2,4,3,63.4,6.687
36437,36437,0.26,2,4,6,61.3,6.332
36438,36438,0.5,4,2,5,60.3,7.383
36439,36439,0.32,4,5,6,61.5,7.039
36440,36440,0.4,4,5,3,61.1,6.882
36441,36441,1.0,1,3,3,63.5,8.676
36442,36442,1.02,2,3,2,62.8,8.51
36443,36443,0.27,4,3,3,61.6,6.194
36444,36444,0.41,2,5,5,62.8,7.079
36445,36445,0.6,2,5,1,63.2,7.131
36446,36446,1.04,2,3,7,60.7,9.066
36447,36447,1.02,2,6,2,64.2,8.666
36448,36448,0.38,4,1,6,61.6,6.673
36449,36449,0.28,3,3,5,60.2,6.471
36450,36450,0.3,4,3,5,62.3,6.5
36451,36451,0.42,4,5,6,62.3,7.244
36452,36452,0.3,4,1,3,62.3,6.009
36453,36453,0.4,1,3,3,62.8,6.812
36454,36454,1.01,3,3,3,62.9,8.717
36456,36456,0.4,4,4,1,61.0,6.594
36457,36457,0.72,3,5,3,61.1,7.973
36459,36459,1.26,3,2,2,61.0,8.636
36460,36460,0.41,4,3,6,61.7,7.048
36461,36461,0.51,2,6,4,61.0,7.471
36462,36462,0.73,3,6,3,59.8,8.086
36463,36463,0.23,4,4,5,61.0,6.273
36464,36464,0.5,2,1,2,62.2,6.955
36465,36465,0.43,4,5,2,62.3,6.675
36466,36466,1.21,1,3,3,59.1,8.904
36467,36467,0.77,4,6,2,62.6,7.989
36469,36469,1.61,3,2,1,60.3,9.123
36470,36470,0.32,4,4,2,61.3,6.196
36471,36471,0.4,4,1,5,62.0,7.123
36472,36472,0.51,4,5,2,61.5,7.343
36473,36473,0.55,2,1,1,61.5,6.991
36474,36474,0.96,4,3,2,62.6,8.379
36475,36475,0.58,3,5,2,61.6,7.492
36476,36476,0.32,4,6,2,60.8,6.628
36477,36477,0.51,4,6,3,60.5,7.477
36478,36478,0.3,2,3,2,63.2,6.284
36479,36479,1.32,3,5,0,62.2,8.523
36480,36480,0.57,4,5,5,62.3,7.869
36481,36481,0.54,4,1,3,60.1,7.144
36482,36482,0.58,4,6,3,61.2,7.544
36483,36483,0.57,4,2,6,61.8,7.565
36484,36484,0.41,4,2,7,61.8,7.125
36485,36485,0.41,4,4,5,61.8,6.951
36486,36486,0.7,2,2,1,62.0,7.666
36487,36487,0.39,4,4,4,61.7,6.845
36488,36488,0.36,4,5,4,62.0,6.998
36489,36489,1.06,4,1,2,61.2,8.44
36490,36490,0.34,4,3,3,60.8,6.423
36491,36491,1.15,3,1,2,62.2,8.442
36492,36492,0.54,3,2,5,60.6,7.416
36493,36493,0.58,4,4,4,61.9,7.531
36494,36494,0.61,2,5,2,63.3,7.454
36496,36496,0.51,2,5,3,60.2,7.239
36497,36497,0.33,4,3,4,62.4,6.501
36498,36498,0.71,4,4,2,59.8,7.951
36499,36499,1.01,2,3,1,62.1,8.286
36500,36500,1.06,3,3,1,61.5,8.427
36501,36501,0.82,4,2,6,62.9,8.137
36502,36502,0.72,4,3,3,61.5,7.99
36503,36503,0.3,4,6,4,60.7,6.786
36504,36504,0.7,3,6,1,59.3,7.849
36506,36506,0.32,4,3,3,62.4,6.261
36507,36507,0.41,3,5,4,59.9,7.05
36508,36508,0.58,4,6,1,61.2,7.202
36509,36509,0.56,4,5,5,61.0,7.785
36510,36510,1.4,4,0,2,62.7,8.722
36511,36511,0.57,2,1,3,62.2,7.144
36512,36512,1.25,3,2,4,62.7,8.899
36513,36513,1.02,4,5,1,62.7,8.431
36515,36515,0.82,4,4,3,61.9,8.165
36517,36517,0.73,4,6,3,61.6,8.327
36518,36518,0.9,3,2,0,62.8,7.57
36520,36520,0.3,4,3,1,61.8,6.045
36521,36521,0.93,1,4,1,63.4,8.268
36522,36522,0.9,1,4,3,62.6,8.404
36523,36523,0.31,1,1,6,63.1,6.347
36524,36524,0.23,3,5,5,60.9,6.522
36525,36525,0.52,4,4,6,62.0,7.778
36526,36526,1.77,3,0,3,59.6,9.151
36527,36527,1.57,4,1,1,62.8,8.907
36528,36528,1.29,2,4,1,63.4,8.513
36529,36529,0.41,4,5,4,61.8,7.05
36530,36530,1.05,3,6,2,60.5,8.687
36531,36531,0.54,4,1,4,63.1,7.281
36532,36532,1.52,1,2,4,63.5,9.376
36533,36533,1.51,4,1,1,62.8,8.948
36534,36534,1.05,3,2,3,62.7,8.589
36535,36535,0.3,4,3,7,61.8,6.701
36536,36536,0.47,4,2,7,61.9,7.531
36537,36537,0.41,4,4,4,61.3,6.915
36538,36538,0.69,4,4,6,61.6,8.239
36539,36539,0.5,1,3,5,63.6,7.475
36540,36540,0.54,4,4,3,63.0,7.516
36541,36541,0.28,4,4,7,61.9,6.668
36543,36543,0.32,3,3,3,61.9,6.579
36544,36544,0.7,2,2,1,62.8,7.618
36545,36545,1.01,2,2,3,61.2,8.676
36546,36546,1.51,3,1,1,62.6,8.895
36547,36547,1.58,4,3,2,60.7,9.36
36548,36548,0.58,4,4,1,62.0,7.194
36549,36549,0.4,3,6,2,61.4,6.898
36550,36550,0.57,2,3,2,63.4,7.222
36551,36551,1.5,2,4,4,61.9,9.649
36553,36553,0.71,4,4,5,61.6,8.335
36554,36554,0.78,3,4,2,60.8,7.947
36555,36555,0.41,4,3,3,59.8,6.967
36556,36556,0.69,3,2,2,62.8,7.508
36557,36557,0.31,4,5,6,61.6,6.806
36558,36558,1.0,2,3,4,63.2,8.788
36559,36559,0.72,4,5,3,61.3,8.078
36560,36560,0.33,4,4,3,61.3,6.75
36561,36561,0.71,3,5,2,62.7,7.956
36562,36562,0.7,4,4,2,61.8,7.793
36563,36563,0.43,3,6,3,60.7,6.962
36564,36564,0.55,4,3,4,60.9,7.54
36565,36565,1.07,2,5,1,61.7,8.576
36566,36566,0.35,2,2,5,63.0,6.56
36567,36567,0.31,4,1,2,62.5,6.286
36568,36568,1.02,3,4,1,61.1,8.421
36570,36570,0.4,2,1,6,63.3,6.985
36571,36571,1.56,4,3,4,61.3,9.613
36572,36572,0.51,2,5,2,61.0,7.203
36573,36573,1.3,3,3,6,60.5,9.311
36574,36574,1.22,3,4,6,61.9,9.378
36575,36575,0.33,4,2,6,61.7,6.623
36576,36576,0.31,2,2,4,61.7,6.299
36577,36577,0.36,3,6,3,59.1,6.998
36579,36579,1.07,3,5,4,59.7,8.989
36580,36580,0.9,3,6,1,62.7,8.072
36581,36581,1.6,3,2,1,59.4,9.028
36582,36582,0.71,2,5,1,62.2,7.713
36583,36583,1.07,4,1,6,62.3,8.808
36584,36584,0.7,3,3,4,62.8,7.838
36585,36585,0.33,3,1,5,62.2,6.611
36586,36586,1.51,4,2,3,64.2,9.302
36587,36587,0.57,4,4,5,61.9,7.936
36588,36588,0.3,1,3,5,63.8,6.778
36589,36589,1.01,2,4,2,62.4,8.533
36590,36590,0.72,2,5,1,62.3,7.72
36591,36591,1.51,4,2,4,60.8,9.381
36592,36592,0.85,2,6,3,61.8,8.345
36594,36594,0.47,3,5,4,61.8,7.402
36595,36595,0.28,3,5,5,60.1,6.471
36596,36596,0.7,1,1,2,63.6,7.669
36597,36597,0.3,1,3,7,63.8,6.797
36598,36598,0.56,4,4,4,61.7,7.557
36599,36599,0.7,2,4,2,63.2,7.65
36600,36600,0.31,4,5,4,61.8,6.848
36601,36601,1.09,4,6,2,62.8,8.742
36602,36602,0.42,4,3,6,61.6,7.072
36603,36603,0.93,2,3,2,61.7,8.415
36604,36604,1.13,4,0,1,61.9,8.383
36605,36605,0.39,4,4,4,62.3,6.865
36606,36606,0.72,2,1,3,61.8,7.654
36607,36607,0.28,2,5,4,58.9,6.188
36608,36608,1.71,1,4,1,63.7,8.85
36609,36609,0.4,3,6,4,59.2,7.024
36610,36610,0.3,2,4,7,62.5,6.787
36611,36611,1.3,4,2,6,62.8,9.13
36612,36612,0.33,4,5,6,61.5,6.892
36613,36613,0.31,2,2,4,63.1,6.548
36615,36615,0.34,4,5,7,62.0,7.059
36616,36616,0.4,2,5,3,64.0,6.83
36617,36617,0.41,4,3,4,61.4,6.868
36618,36618,0.51,2,6,3,62.2,7.425
36619,36619,1.21,4,2,2,62.0,8.689
36620,36620,0.32,2,3,3,62.8,6.33
36621,36621,0.31,3,4,7,61.9,6.818
36622,36622,1.01,2,1,2,64.2,8.406
36623,36623,0.51,4,5,2,62.1,7.343
36624,36624,0.6,2,4,2,60.0,7.349
36625,36625,1.21,3,5,2,62.9,8.77
36626,36626,0.3,4,5,3,61.5,6.489
36627,36627,1.23,2,2,1,63.2,8.458
36628,36628,0.7,4,4,2,61.1,7.83
36629,36629,1.5,3,2,2,61.6,9.068
36630,36630,0.4,2,4,2,59.6,6.832
36631,36631,1.26,3,1,2,62.0,8.711
36632,36632,1.51,2,2,3,62.8,9.321
36633,36633,0.41,4,5,4,62.3,6.984
36635,36635,0.7,3,5,6,61.7,8.1
36636,36636,0.36,3,6,2,60.1,6.746
36637,36637,0.33,4,3,6,60.8,7.016
36638,36638,0.3,2,2,5,62.9,6.405
36639,36639,0.56,4,5,3,61.7,7.557
36640,36640,0.6,3,4,5,61.1,7.848
36641,36641,1.0,3,2,2,59.4,8.474
36642,36642,0.4,4,6,2,61.3,6.588
36643,36643,1.01,4,2,2,62.6,8.484
36644,36644,0.51,3,6,2,62.7,7.361
36645,36645,0.7,3,6,1,59.8,7.499
36646,36646,0.9,1,1,4,63.3,8.201
36647,36647,0.8,4,3,1,63.0,7.885
36648,36648,0.91,2,0,4,63.5,8.033
36649,36649,0.33,3,5,2,61.1,6.611
36650,36650,0.51,1,5,2,63.6,7.124
36651,36651,1.58,3,3,4,62.4,9.579
36653,36653,0.4,4,5,4,60.1,6.836
36654,36654,0.32,2,5,2,59.9,6.37
36655,36655,1.59,2,0,4,60.7,9.05
36656,36656,0.59,2,5,3,61.7,7.527
36657,36657,0.92,4,4,1,61.5,8.453
36659,36659,0.44,2,5,2,62.2,6.697
36660,36660,0.54,3,2,1,61.8,6.879
36661,36661,0.28,2,2,6,59.9,6.223
36662,36662,0.71,4,3,4,61.4,7.922
36663,36663,0.4,2,4,5,60.5,6.89
36664,36664,0.41,4,5,5,62.0,7.125
36665,36665,0.85,0,3,0,62.7,7.409
36666,36666,1.16,3,2,2,60.2,8.609
36667,36667,0.42,4,3,4,61.8,6.825
36668,36668,0.67,2,3,6,62.0,8.064
36669,36669,0.4,1,6,2,63.1,6.579
36670,36670,1.0,2,5,1,60.6,8.369
36671,36671,0.34,3,4,3,61.2,6.78
36672,36672,1.51,2,4,2,62.4,9.323
36673,36673,0.39,4,1,2,62.1,6.412
36674,36674,0.32,1,6,1,63.7,6.168
36676,36676,0.7,4,4,2,62.6,7.787
36677,36677,0.56,3,6,2,60.8,7.452
36679,36679,1.04,3,2,2,60.7,8.578
36680,36680,0.39,3,0,4,61.6,6.672
36681,36681,0.34,1,2,3,63.7,6.286
36682,36682,1.04,4,5,2,61.8,8.883
36683,36683,0.71,4,4,4,61.9,8.219
36684,36684,0.74,2,3,2,61.6,7.897
36685,36685,1.01,4,4,4,62.5,8.918
36686,36686,0.63,3,5,2,61.3,7.561
36687,36687,0.7,2,1,1,63.5,7.496
36688,36688,0.43,2,4,4,61.0,6.962
36689,36689,0.51,2,6,2,63.2,7.354
36690,36690,0.59,4,1,6,61.2,7.625
36691,36691,0.38,2,6,2,59.7,6.597
36692,36692,0.3,4,6,1,61.1,6.103
36693,36693,0.96,2,6,1,60.0,8.309
36694,36694,0.33,4,3,6,61.5,6.766
36695,36695,1.23,3,5,1,62.5,8.688
36696,36696,0.34,4,2,5,61.2,6.503
36697,36697,0.79,3,4,2,62.8,7.885
36698,36698,1.08,4,5,2,62.6,8.536
36699,36699,1.02,3,4,2,62.2,8.535
36700,36700,0.63,4,5,6,61.1,8.065
36701,36701,0.3,4,6,4,62.8,6.609
36702,36702,0.3,4,4,5,61.7,6.542
36703,36703,0.31,4,3,6,60.8,6.704
36704,36704,0.57,4,4,5,60.2,7.75
36705,36705,1.06,4,1,1,62.4,8.288
36706,36706,0.3,3,5,5,61.8,6.921
36707,36707,0.51,4,4,5,61.2,7.646
36708,36708,1.25,4,0,3,62.6,8.531
36709,36709,1.01,3,4,1,61.6,8.393
36710,36710,0.71,3,5,2,60.1,7.845
36711,36711,0.3,4,1,6,62.2,6.277
36712,36712,0.9,2,5,1,59.9,8.364
36713,36713,0.81,3,6,1,61.7,8.004
36714,36714,1.24,4,4,5,62.0,9.398
36715,36715,0.71,4,3,2,61.4,7.777
36716,36716,0.26,2,4,3,61.4,6.213
36717,36717,0.35,4,6,2,62.7,6.468
36718,36718,0.3,4,4,7,60.9,6.772
36719,36719,1.02,4,4,3,62.9,8.781
36720,36720,1.05,4,2,1,61.8,8.435
36722,36722,0.4,3,4,4,61.5,6.957
36723,36723,0.23,2,4,3,63.4,5.996
36724,36724,0.3,1,2,5,63.6,6.405
36726,36726,1.02,3,2,1,59.8,8.345
36727,36727,0.34,1,1,2,63.7,6.353
36729,36729,1.32,2,2,2,62.3,8.892
36730,36730,0.42,3,3,3,59.8,6.991
36731,36731,0.54,4,6,3,61.6,7.744
36732,36732,0.4,4,4,4,61.8,6.821
36733,36733,1.2,3,2,3,62.8,8.805
36734,36734,1.4,3,3,1,62.0,8.885
36735,36735,0.3,4,2,5,61.7,6.654
36736,36736,1.51,3,2,3,62.9,9.33
36737,36737,0.26,2,5,6,62.9,6.304
36738,36738,0.33,4,3,5,61.6,6.593
36739,36739,0.54,4,1,2,62.3,7.369
36741,36741,0.3,2,0,3,63.4,6.159
36742,36742,0.7,4,4,4,62.4,7.963
36743,36743,0.7,4,4,5,61.7,8.201
36744,36744,1.7,3,6,2,61.9,9.632
36746,36746,0.4,4,6,1,62.8,6.751
36747,36747,0.31,4,4,7,62.3,6.818
36748,36748,0.52,4,3,5,61.7,7.713
36749,36749,1.5,1,3,3,63.8,9.351
36750,36750,1.0,4,5,3,62.0,8.835
36754,36754,0.61,4,5,5,62.4,7.975
36755,36755,0.72,3,6,3,60.6,8.072
